name	x	y	z
E1	71.0379395887646	31.2669401850777	-9.19483980697083
E2	66.9565962411204	40.8729820076166	11.7531659578334
E3	59.743261102216	48.3884140202063	31.5142819670063
E4	51.4335062236791	53.5612586875832	50.5074969248754
E5	39.9520878994463	50.1820020366837	69.299667884648
E6	26.4906938084047	39.7620736451116	83.847585098125
E7	15.945477037992	27.1116005727813	95.4131702355597
E8	3.94752965411403	10.8931538366808	101.359559007913
E9	-7.81773066526514	-9.88070039749974	105.452897350178
E10	61.3332290825967	51.2019581886195	-1.52206270282287
E11	53.3561623468304	60.5876011309655	18.2223695964842
E12	42.0459401596374	66.708089032439	39.8307956338947
E13	29.8032732105676	65.714379701788	58.8826971733824
E14	16.3504888313632	56.7555760772056	75.6493289467231
E15	4.11416374447892	43.5170547839175	87.7355060278041
E16	-7.81914611466381	27.4925239079763	96.0346599498429
E17	-19.1621399147243	4.50616407192238	99.8072439806146
E18	43.0897812259184	71.5033124020957	5.86790234307746
E19	31.6738433949996	77.2010856464605	23.796338438744
E20	17.7366257397015	77.2554548202474	44.1318915908416
E21	3.88000464387963	70.287507684393	62.3735529257848
E22	-8.3067145278607	57.1508065876935	76.2941613167679
E23	-18.5437258501051	40.4839307191623	85.0253201047644
E24	-29.6223425238793	19.9103979472094	91.7243385109901
E25	16.6901829436279	84.3017310975137	9.76859355239686
E26	3.16214717198665	84.3589835338871	26.2993182388624
E27	-10.6806092220619	77.710954907462	44.8750558785164
E28	-22.3234108530089	66.549918738894	60.2459082698555
E29	-32.4062809090194	51.3418349108992	71.1919756931035
E30	-41.3074069097755	32.397887912102	78.581849740435
E31	2.3585186365594	84.1145977018335	-4.2801693956964
E32	-11.2060970308306	84.7488807930568	10.4981338846597
E33	-25.655993550224	78.1200260628552	25.2956217959475
E34	-35.5067856672975	67.9511822969818	41.8589456746699
E35	-44.7398620447335	55.1028223792275	53.0226118830568
E36	-47.6161092473733	41.210551913738	63.9248300836338
E37	-38.1698012125266	72.8058229010072	7.9929936751821
E38	-48.1209115118303	62.2141779620715	20.8761864583631
E39	-54.1921534179297	50.2146856937377	34.4939079329645
E40	-58.6933665079598	38.8466331050184	49.296581414071
E41	-56.9387966256566	26.5721256369394	64.472822780239
E42	-50.0074492982323	14.6145160566817	78.5995720681231
E43	-42.9341513752972	1.81842444885293	89.8233526672553
E44	-31.9074100156975	-13.6783182311787	98.6887704085339
E45	-16.561127677633	-30.9979713455892	105.871533766525
E46	-57.415321749652	53.1053796627169	1.58343585502116
E47	-62.6652407267725	42.9506914724267	15.1430214545758
E48	-67.3832406627071	32.0260182488876	29.3875941724009
E49	-68.4107780938387	20.3390413888143	45.1524993230745
E50	-65.7692984111139	8.98362818212498	63.2158410623844
E51	-58.0839989114865	-3.82011979363132	77.3102305342397
E52	-49.9951624424028	-17.7678408054997	89.1465664998798
E53	-34.1140291675104	-35.8414758940973	99.1365430824007
E54	-68.1412024397808	33.4978437693903	-5.55504275831296
E55	-71.4448942043254	22.9276201377749	9.98505552588457
E56	-74.6782201764152	11.6866433002523	26.2627004472633
E57	-73.9959518217108	1.15588541731103	43.6488124698818
E58	-71.1165068835861	-9.05647533226039	61.1092375918231
E59	-64.2896811647789	-22.5343030688861	76.8612479050141
E60	-51.2703213279231	-39.8662881866832	88.2969064927354
E61	-74.4032109707059	10.4238400007896	-9.45278054646877
E62	-76.4270914478927	-0.00187026557683723	7.38781008527106
E63	-78.1010216937705	-9.1141521566703	24.9492484184255
E64	-78.7427668970243	-17.7591984868734	42.8172721530958
E65	-73.8588950397174	-28.124007807997	60.5006197249825
E66	-65.832960162297	-42.4523284131706	73.1413195817454
E67	-76.571203422074	-2.11837790063576	-26.4510751731064
E68	-76.7643563726757	-9.54930781897842	-9.56893372314946
E69	-78.4738487816316	-19.817777871392	5.15307207723004
E70	-78.6624615862204	-28.6495593001173	22.9985688888957
E71	-79.0013731209132	-36.7817808944666	42.009498783092
E72	-73.7968514930496	-45.450699922623	56.9586175717821
E73	-75.5307261134661	-11.6413004532637	-44.5975162216129
E74	-77.0860441681822	-38.9812940918526	4.90746653366728
E75	-76.9699381694032	-48.5497081525055	24.8791440658864
E76	-73.3153411708661	-56.8289444849764	43.1167873626333
E77	-66.948103874123	-60.5790772369531	62.1923241309529
E78	-54.3802611444495	-61.8302239507271	78.1137616449717
E79	-38.6892643861157	-59.5731280183946	92.1292260376419
E80	-19.468360947429	-54.3032626316331	101.526343319878
E81	3.19462092319969	-44.648595289382	106.612350785663
E82	-72.1105052718724	-23.4631571972366	-58.9811922440943
E83	-73.8056632117618	-55.1723273448615	-8.28925540402288
E84	-74.8383769725801	-57.7365655824043	8.35808104176746
E85	-70.7937223447443	-68.5733070715539	28.2311463878299
E86	-63.7320945490545	-73.7964632399657	47.4468565473719
E87	-53.6918968619433	-77.6579312397514	67.3685239813583
E88	-38.3420903377471	-76.1737820173028	82.464873713835
E89	-20.5458298261375	-73.265870461484	94.3933528925258
E90	2.77997817163093	-62.5291836325094	101.716541060787
E91	-69.6656268571816	-36.7791263557942	-72.9458121213313
E92	-68.4799973737842	-47.2748144847742	-53.839603143167
E93	-68.6676548953577	-59.5293704814912	-36.9316602148293
E94	-70.8603650126309	-64.3053134643307	-22.3354759800276
E95	-70.1015848806534	-70.5209519951747	-5.93862033221505
E96	-66.5668591322593	-78.4196902698042	13.6299144745236
E97	-59.1377878425266	-87.0950954679079	32.4738084083894
E98	-50.0928261254526	-90.0664996008626	51.0439532132993
E99	-36.0872590866068	-90.1345534767336	67.8565123058461
E100	-19.6174094112969	-87.0308713584664	82.3242877236994
E101	1.67399949086254	-95.901220342173	79.8803324707743
E102	-65.3141743525263	-56.6053994256179	-68.8350742227888
E103	-63.7477216556682	-65.1667689864382	-52.0451386302511
E104	-61.9877643367314	-75.6716931457613	-34.2508926405389
E105	-63.8627094025879	-80.1271085470388	-20.1413132367409
E106	-60.2108145856861	-88.1355371346379	-1.92431487961277
E107	-52.4044435823972	-97.1376593172665	16.2867013423897
E108	-42.5478297195105	-103.315831103545	35.0269993188676
E109	-31.6074599304828	-104.490893812	53.0821023318811
E110	-16.0410279156684	-100.082050444394	67.5765202708007
E111	-58.1935660167393	-76.6513921799929	-65.10405525073
E112	-55.4130709515368	-83.6940011711441	-49.5789108662117
E113	-52.0463590896267	-93.0968097005823	-31.5037996472566
E114	-53.5985153223175	-94.9403837381091	-17.0502383401781
E115	-41.9627815543397	-107.187672159565	0.558432956726174
E116	-31.5491684513683	-113.204390236471	18.7459553672871
E117	-19.2278853034463	-114.97202654103	36.4130684855511
E118	-10.2413547055842	-110.68567804123	51.506359566755
E119	1.10220283043555	-104.768746712689	63.4509625224982
E120	-49.0836523946833	-91.0238211702015	-63.6235963049667
E121	-43.7350782923469	-97.5790398378902	-47.1052042415544
E122	-37.5906158262833	-106.084324466767	-29.5172793925301
E123	-31.2537257390515	-115.468901021925	-9.14336179961931
E124	-22.7058894873731	-118.59424612513	3.76390164777189
E125	-10.4581644128027	-119.387398800464	19.3599741396318
E126	0.194519172645525	-115.237946205836	35.1595889448496
E127	11.6107679238382	-111.035945890192	50.9348853480307
E128	18.5788898343133	-100.636973383789	66.6711441302773
E129	23.3371884176195	-87.7193909517226	81.2009439803394
E130	25.3353915692194	-74.0013009273691	93.1934724234438
E131	25.2400120555573	-55.0198935012263	100.357135048187
E132	23.311719543343	-31.6370935336235	104.828783613584
E133	-36.6397040403558	-104.98328440867	-57.370641128519
E134	-28.9707059234961	-109.255541609847	-44.970263084661
E135	-21.7069372471499	-116.212328665204	-24.3306142634491
E136	-10.2740488157481	-117.460102600982	-12.2606064171255
E137	-0.743811177970558	-117.627002120165	0.743862446614481
E138	9.86867557919208	-119.713217881793	18.8283889384798
E139	19.6544277801177	-115.595271449428	35.396222668399
E140	33.2174519721556	-105.529972845025	51.3868086292202
E141	38.9206635981978	-91.3368560712924	65.8949136666037
E142	42.3817440707756	-77.467705006744	80.3537932031058
E143	43.7649561966631	-60.8947873817071	89.9728926650376
E144	40.3245612825113	-37.0346526576965	97.1898335548289
E145	-21.0400259977526	-111.711153157642	-57.7174291238929
E146	-12.5101593593273	-115.422281612918	-44.5911895649362
E147	-1.48313803004314	-115.624341133336	-28.7541065578379
E148	8.09431227731098	-117.754529208325	-12.7409737014812
E149	21.3038121109199	-119.299677985172	2.61296495097197
E150	31.085973331954	-114.208369426683	17.1079282830387
E151	43.2314270504681	-104.690787498581	32.783709979123
E152	52.0235470614511	-91.7033237660306	48.3734174683016
E153	56.8663060098796	-79.430069560674	64.477218469249
E154	58.6217923489399	-63.6415347728716	75.1585448301335
E155	56.7532736068165	-41.5977992566453	85.4718857583193
E156	8.70206422390825	-115.762292514935	-45.1459292167864
E157	18.9149576858106	-116.863457345024	-25.3929534267237
E158	29.2612132064518	-116.438895463839	-10.7259415810666
E159	40.722330436857	-108.513032483115	-1.6039386616574
E160	52.2881179857031	-98.8157772266674	13.5487934126666
E161	60.17629701086	-89.0075818913679	29.3535200693249
E162	65.970304529308	-75.8754640354909	44.0548941995048
E163	70.3741114939944	-62.7802161289263	58.6010892165322
E164	70.4137610263499	-44.6362282003115	69.5782108684438
E165	16.6488483773654	-112.315268427406	-58.7030642680559
E166	25.3093653707974	-110.125597308153	-46.3897893183935
E167	34.8221274090998	-107.245028909108	-31.4110091947968
E168	51.8083103170187	-96.6299505920389	-19.8068256224288
E169	59.41652294042	-90.0530446877023	-5.0527953668471
E170	66.8845767196705	-80.5587844058542	10.1399077445397
E171	72.18183417494	-70.8650634142065	24.4920659403888
E172	75.8527029319894	-59.2199602607865	39.2157616861833
E173	77.4210285422022	-47.8745725350408	53.0039848198162
E174	32.4528007513791	-106.090768722357	-59.1775404336875
E175	40.3083948418801	-98.9261733431016	-49.3030995656266
E176	49.5628526226828	-94.7255045704047	-34.1610721632135
E177	62.3661233444583	-82.1504315199684	-23.4424352740789
E178	69.6430911690301	-72.7609205288498	-9.59320716209338
E179	75.5275037703104	-60.1467814913287	4.42572967812302
E180	78.8125950431779	-51.0467476273283	20.8051370246352
E181	82.1122528013561	-39.3642724971083	37.7960736133193
E182	78.2229786467745	-30.561729381583	56.5233919095896
E183	69.705698862307	-24.6821160904842	73.3570160089995
E184	56.232677062191	-19.4705676972633	86.3685081566632
E185	38.8085312502904	-14.8118246211374	96.839415177847
E186	15.2392253135382	-10.250280529887	104.849914467115
E187	44.9937016596494	-92.5317878331905	-66.0838965384763
E188	52.279879490109	-85.4202123378734	-52.395284623555
